,발령 지역 명,미세먼지 항목 구분,발령 연도,분기,평균 미세먼지 농도
0,울산,PM25,2018,2018년도 4분기,78.0
1,울산,PM25,2018,2018년도 3분기,80.0
2,울산,PM25,2021,2021년도 1분기,96.0
3,울산,PM25,2023,2023년도 2분기,88.0
4,울산,PM25,2023,2023년도 1분기,81.0
5,울산,PM10,2018,2018년도 4분기,184.0
6,울산,PM10,2018,2018년도 2분기,187.0
7,울산,PM10,2020,2020년도 2분기,193.0
8,울산,PM10,2021,2021년도 1분기,300.0
9,울산,PM10,2022,2022년도 4분기,175.0
10,울산,PM10,2022,2022년도 1분기,163.0
