so2Grade,coFlag,khaiValue,so2Value,coValue,pm25Flag,pm10Flag,o3Grade,pm10Value,khaiGrade,pm25Value,sidoName,no2Flag,no2Grade,o3Flag,pm25Grade,so2Flag,dataTime,coGrade,no2Value,stationName,pm10Grade,o3Value
1,,77,0.003,0.3,,,1,65,2,28,인천,,2,,2,,2023-05-25 07:00,1,0.046,인천항,2,0.018
1,,51,0.002,0.3,,,1,36,2,16,인천,,1,,2,,2023-05-25 07:00,1,0.029,인천 신항,2,0.021
1,,84,0.004,0.4,,,1,55,2,21,인천,,2,,2,,2023-05-25 07:00,1,0.050,인천 북항,2,0.010
1,,72,0.004,0.3,,,1,52,2,18,인천,,2,,2,,2023-05-25 07:00,1,0.043,인천 남항,2,0.016
1,,59,0.003,0.4,,,1,43,2,21,경기,,1,,2,,2023-05-25 07:00,1,0.022,소사본동,2,0.028
1,,69,0.002,0.4,,,1,69,2,38,경기,,2,,2,,2023-05-25 07:00,1,0.041,내동,2,0.015
1,,59,0.002,0.3,,,2,43,2,20,경기,,1,,2,,2023-05-25 07:00,1,0.014,중2동,2,0.039
1,,80,0.002,0.4,,,1,67,2,25,경기,,2,,2,,2023-05-25 07:00,1,0.048,오정동,2,0.008
1,,76,0.003,0.4,,,1,50,2,18,경기,,1,,2,,2023-05-25 07:00,1,0.025,송내대로(중동),2,0.027
1,,64,0.002,0.6,,,1,38,2,23,인천,,1,,2,,2023-05-25 07:00,1,0.006,석모리,2,0.028
1,,80,0.002,0.0,,,2,24,2,12,인천,,1,,1,,2023-05-25 07:00,1,0.003,덕적도,1,0.065
1,,82,0.002,0.3,,,2,38,2,19,인천,,1,,1,,2023-05-25 07:00,1,0.005,백령도,2,0.068
1,,66,0.003,0.3,,,2,31,2,17,인천,,1,,2,,2023-05-25 07:00,1,0.007,영흥,2,0.042
1,,66,0.001,0.6,,,2,33,2,24,인천,,1,,2,,2023-05-25 07:00,1,0.012,연평도,2,0.043
1,,51,0.002,0.3,,,1,38,2,20,인천,,1,,2,,2023-05-25 07:00,1,0.023,울도,1,0.029
1,,74,0.003,0.3,,,2,39,2,26,충남,,1,,2,,2023-05-25 07:00,1,0.006,공주,2,0.041
1,,82,0.003,0.3,,,1,56,2,31,충남,,2,,2,,2023-05-25 07:00,1,0.034,탄천면,2,0.005
1,,74,0.002,0.5,,,1,44,2,22,충남,,1,,2,,2023-05-25 07:00,1,0.011,부여읍,2,0.025
1,,65,0.003,0.4,,,2,45,2,12,충남,,1,,1,,2023-05-25 07:00,1,0.014,독곶리,2,0.048
1,,67,0.003,0.3,,,2,42,2,18,충남,,1,,2,,2023-05-25 07:00,1,0.018,동문동,2,0.037
1,,54,0.002,0.4,,,1,20,2,15,충남,,1,,2,,2023-05-25 07:00,1,0.022,대산리,1,0.029
1,,59,0.002,0.3,,,1,36,2,23,충남,,1,,2,,2023-05-25 07:00,1,0.020,성연면,2,0.015
1,,80,0.003,0.4,,,2,42,2,17,충남,,1,,2,,2023-05-25 07:00,1,0.009,송산면,2,0.039
1,,72,0.003,0.3,,,2,46,2,12,충남,,1,,2,,2023-05-25 07:00,1,0.014,당진시청사,2,0.033
1,,74,0.002,0.3,,,1,65,2,33,충남,,1,,2,,2023-05-25 07:00,1,0.014,합덕읍,2,0.029
1,,81,0.003,0.4,,,1,46,2,21,충남,,2,,2,,2023-05-25 07:00,1,0.048,복운리,2,0.007
1,,66,0.003,0.3,,,2,40,2,22,충남,,1,,2,,2023-05-25 07:00,1,0.015,모종동,2,0.039
1,,74,0.003,0.3,,,1,51,2,23,충남,,1,,2,,2023-05-25 07:00,1,0.023,배방읍,2,0.027
1,,68,0.003,0.3,,,2,43,2,18,충남,,1,,2,,2023-05-25 07:00,1,0.013,도고면,2,0.038
1,,69,0.003,0.3,,,2,51,2,25,충남,,1,,2,,2023-05-25 07:00,1,0.014,둔포면,2,0.033
1,,71,0.003,0.3,,,1,49,2,20,충남,,1,,2,,2023-05-25 07:00,1,0.025,인주면,2,0.027
1,,68,0.003,0.5,,,1,61,2,25,충남,,2,,2,,2023-05-25 07:00,1,0.039,장재리,2,0.011
1,,63,0.002,0.2,,,2,27,2,12,충남,,1,,2,,2023-05-25 07:00,1,0.006,송악면,2,0.044
1,,76,0.003,0.4,,,1,56,2,16,충남,,1,,2,,2023-05-25 07:00,1,0.019,논산,2,0.015
1,,68,0.002,0.3,,,1,39,2,13,충남,,1,,2,,2023-05-25 07:00,1,0.023,연무읍,2,0.019
1,,84,0.002,0.4,,,1,68,2,34,충남,,1,,2,,2023-05-25 07:00,1,0.014,성동면,2,0.021
1,,74,0.001,0.3,,,1,74,2,48,충남,,1,,2,,2023-05-25 07:00,1,0.006,파도리,2,0.003
1,,52,0.002,0.3,,,2,13,2,7,충남,,1,,1,,2023-05-25 07:00,1,0.006,이원면,1,0.032
1,,60,0.002,0.5,,,1,37,2,15,충남,,1,,2,,2023-05-25 07:00,1,0.026,태안읍,2,0.022
,통신장애,66,-,-,,통신장애,,-,2,27,충남,통신장애,,통신장애,2,통신장애,2023-05-25 07:00,,-,격렬비열도,,-
1,,56,0.002,0.4,,,1,36,2,26,충남,,1,,2,,2023-05-25 07:00,1,0.013,원북면,2,0.017
1,,59,0.003,0.3,,,2,36,2,17,충남,,1,,2,,2023-05-25 07:00,1,0.012,예산군,2,0.032
1,,73,0.003,0.3,,,2,45,2,18,충남,,1,,2,,2023-05-25 07:00,1,0.007,삽교읍,2,0.038
1,,66,0.003,0.3,,,2,36,2,23,충남,,1,,2,,2023-05-25 07:00,1,0.005,대천2동,2,0.041
1,,65,0.003,0.3,,,1,53,2,20,충남,,1,,2,,2023-05-25 07:00,1,0.018,주교면,2,0.025
1,,73,0.002,0.5,,,2,70,2,27,충남,,1,,2,,2023-05-25 07:00,1,0.006,외연도,2,0.057
1,,62,0.003,0.3,,,1,43,2,16,충남,,1,,2,,2023-05-25 07:00,1,0.018,홍성읍,2,0.022
1,,63,0.002,0.3,,,2,34,2,10,충남,,1,,1,,2023-05-25 07:00,1,0.019,내포,2,0.031
1,,69,0.004,0.3,,,1,40,2,23,충남,,1,,2,,2023-05-25 07:00,1,0.013,금산읍,2,0.024
1,,69,0.003,0.2,,,1,29,2,23,충남,,1,,2,,2023-05-25 07:00,1,0.007,청양읍,2,0.029
1,,64,0.003,0.2,,,2,40,2,17,충남,,1,,2,,2023-05-25 07:00,1,0.006,정산면,2,0.035
1,,81,0.003,0.4,,,2,60,2,15,충남,,1,,2,,2023-05-25 07:00,1,0.009,엄사면,2,0.040
1,,77,0.003,0.3,,,1,62,2,32,충남,,2,,2,,2023-05-25 07:00,1,0.037,평택당진항,2,0.019
1,,57,0.001,0.3,,,1,38,2,19,충남,,1,,2,,2023-05-25 07:00,1,0.013,대산항,2,0.030
1,,83,0.001,0.3,,,2,60,2,27,충남,,1,,2,,2023-05-25 07:00,1,0.012,장항항,2,0.031
1,,61,0.001,0.2,,,1,43,2,22,충남,,1,,2,,2023-05-25 07:00,1,0.028,평택당진항(당진항),2,0.018
1,,65,0.002,0.4,,,1,40,2,20,세종,,1,,2,,2023-05-25 07:00,1,0.018,신흥동,2,0.025
1,,71,0.002,0.3,,,1,52,2,14,세종,,1,,1,,2023-05-25 07:00,1,0.026,아름동,2,0.023
1,,69,0.002,0.3,,,1,46,2,19,세종,,1,,2,,2023-05-25 07:00,1,0.020,한솔동,2,0.025
1,,66,0.002,0.3,,,1,49,2,16,세종,,1,,1,,2023-05-25 07:00,1,0.030,부강면,2,0.021
1,,62,0.003,0.4,,,2,39,2,18,세종,,1,,1,,2023-05-25 07:00,1,0.016,보람동,2,0.038
1,,74,0.002,0.4,,,1,60,2,22,세종,,1,,2,,2023-05-25 07:00,1,0.014,전의면,2,0.016
1,,62,0.002,0.3,,,1,40,2,11,강원,,1,,1,,2023-05-25 07:00,1,0.015,중앙동(강원),2,0.015
1,,54,0.002,0.4,,,1,42,2,20,강원,,1,,2,,2023-05-25 07:00,1,0.013,반곡동(명륜동),2,0.022
1,,64,0.002,0.4,,,1,39,2,22,강원,,1,,2,,2023-05-25 07:00,1,0.016,문막읍,1,0.012
1,,64,0.001,0.3,,,1,31,2,18,강원,,1,,2,,2023-05-25 07:00,1,0.012,지정면,1,0.018
1,,55,0.001,0.4,,,2,23,2,7,강원,,1,,1,,2023-05-25 07:00,1,0.014,주문진읍,1,0.035
1,,58,0.002,0.4,,,2,37,2,19,강원,,1,,2,,2023-05-25 07:00,1,0.015,옥천동,1,0.039
1,,59,0.002,0.7,,,1,31,2,11,강원,,2,,1,,2023-05-25 07:00,1,0.035,천곡동,1,0.009
1,,40,0.001,0.2,,,1,8,1,6,강원,,1,,1,,2023-05-25 07:00,1,0.014,남양동1,1,0.024
1,,33,0.002,0.3,,,1,12,1,4,강원,,1,,1,,2023-05-25 07:00,1,0.012,평창읍,1,0.020
1,,54,0.002,0.3,통신장애,,1,18,2,-,강원,,1,,2,,2023-05-25 07:00,1,0.004,북평면,1,0.022
1,,30,0.002,0.2,,,1,19,1,8,강원,,1,,1,,2023-05-25 07:00,1,0.006,정선읍,1,0.018
1,,83,0.002,0.4,,,2,55,2,31,강원,,1,,2,,2023-05-25 07:00,1,0.007,간성읍,2,0.069
1,,54,0.002,0.2,,,1,27,2,23,강원,,1,,2,,2023-05-25 07:00,1,0.007,치악산,1,0.015
1,,43,0.002,0.4,,,1,22,1,12,강원,,1,,1,,2023-05-25 07:00,1,0.012,횡성읍,1,0.019
1,,-,0.014,0.5,통신장애,통신장애,2,-,,-,강원,,1,,,,2023-05-25 07:00,1,0.007,상리,,0.044
1,,70,0.002,0.4,,,2,28,2,5,강원,,1,,1,,2023-05-25 07:00,1,0.009,양양읍,1,0.053
1,,57,0.003,0.4,,,2,34,2,19,강원,,1,,2,,2023-05-25 07:00,1,0.014,금호동,2,0.037
1,,56,0.002,0.3,,,1,32,2,17,강원,,2,,2,,2023-05-25 07:00,1,0.031,갈말읍,2,0.014
,,43,-,0.2,,,1,21,1,16,강원,,1,,1,통신장애,2023-05-25 07:00,1,0.011,홍천읍,1,0.017
1,,30,0.002,0.5,,,1,14,1,11,강원,,1,,1,,2023-05-25 07:00,1,0.008,영월읍,1,0.011
1,,52,0.001,0.2,,,2,30,2,14,강원,,1,,1,,2023-05-25 07:00,1,0.005,화천읍,2,0.031
1,,23,0.003,0.5,,,1,17,1,8,강원,,1,,1,,2023-05-25 07:00,1,0.014,황지동,1,0.013
,,53,-,0.3,,,2,21,2,12,강원,,1,,1,통신장애,2023-05-25 07:00,1,0.007,인제읍,1,0.032
1,,37,0.001,0.1,,,1,24,1,13,강원,,1,,1,,2023-05-25 07:00,1,0.009,우천면,1,0.022
1,,59,0.002,0.5,,,1,44,2,18,충북,,1,,2,,2023-05-25 07:00,1,0.023,호암동,2,0.012
1,,54,0.002,0.3,,,1,38,2,19,충북,,1,,2,,2023-05-25 07:00,1,0.022,칠금동,2,0.015
1,,72,0.002,0.2,,,1,40,2,26,충북,,1,,2,,2023-05-25 07:00,1,0.028,중앙탑면,2,0.026
1,,-,0.002,0.3,통신장애,,1,20,,-,충북,,1,,,,2023-05-25 07:00,1,0.008,살미면,1,0.014
1,,55,0.001,0.6,,,1,39,2,13,충북,,1,,1,,2023-05-25 07:00,1,0.019,장락동,2,0.015
1,,56,0.001,0.3,,,1,39,2,20,충북,,1,,2,,2023-05-25 07:00,1,0.022,영천동,2,0.009
1,,27,0.001,0.2,,,1,11,1,8,충북,,1,,1,,2023-05-25 07:00,1,0.009,청풍면,1,0.016
1,,63,0.001,0.3,,,1,43,2,18,충북,,1,,2,,2023-05-25 07:00,1,0.014,오창읍,2,0.023
1,,61,0.002,0.2,,,1,38,2,17,충북,,1,,2,,2023-05-25 07:00,1,0.019,산남동,2,0.027
1,,67,0.001,0.3,,,2,41,2,19,충북,,1,,2,,2023-05-25 07:00,1,0.010,오송읍,2,0.034
1,,64,0.001,0.2,,,1,31,2,21,충북,,1,,2,,2023-05-25 07:00,1,0.008,가덕면,1,0.028
1,,34,0.003,0.6,,,1,25,1,12,충북,,1,,1,,2023-05-25 07:00,1,0.020,매포읍,1,0.007
1,,38,0.002,0.3,,,1,18,1,11,충북,,1,,1,,2023-05-25 07:00,1,0.009,단성면,1,0.023
1,,-,0.002,0.3,통신장애,,1,8,,-,충북,,1,,,,2023-05-25 07:00,1,0.005,단양읍,1,0.022
1,,30,0.001,0.1,,,1,20,1,10,충북,,1,,1,,2023-05-25 07:00,1,0.005,청천면,1,0.009
1,,51,0.002,0.3,,,1,25,2,14,충북,,1,,2,,2023-05-25 07:00,1,0.009,괴산읍,1,0.016
1,,37,0.002,0.2,,,1,23,1,13,충북,,1,,1,,2023-05-25 07:00,1,0.007,감물면,1,0.016
1,,77,0.002,0.4,,,2,48,2,27,충북,,1,,2,,2023-05-25 07:00,1,0.013,진천읍,2,0.033
1,,66,0.003,0.2,,,2,42,2,16,충북,,1,,2,,2023-05-25 07:00,1,0.006,덕산읍,2,0.037
1,,66,0.001,0.3,,,1,46,2,20,충북,,1,,2,,2023-05-25 07:00,1,0.022,금왕,2,0.020
1,,66,0.002,0.3,,,1,30,2,20,충북,,1,,2,,2023-05-25 07:00,1,0.017,음성읍,2,0.019
1,,54,0.001,0.3,,,1,25,2,18,충북,,1,,2,,2023-05-25 07:00,1,0.010,소이면,1,0.020
1,,54,0.002,0.3,,,1,30,2,17,충북,,1,,2,,2023-05-25 07:00,1,0.012,영동읍,1,0.019
1,,56,0.001,0.2,,,1,34,2,16,충북,,1,,2,,2023-05-25 07:00,1,0.011,황간면,1,0.022
1,,66,0.002,0.3,,,2,44,2,23,충북,,1,,2,,2023-05-25 07:00,1,0.010,도안면,2,0.031
1,,57,0.002,0.3,,,2,37,2,13,충북,,1,,1,,2023-05-25 07:00,1,0.006,증평읍,2,0.038
1,,50,0.002,0.3,,,1,33,1,16,충북,,1,,1,,2023-05-25 07:00,1,0.007,보은읍,1,0.025
1,,64,0.002,0.5,,,1,40,2,18,충북,,2,,2,,2023-05-25 07:00,1,0.038,옥천읍,2,0.005
1,,74,0.002,0.4,,,1,50,2,14,전북,,1,,2,,2023-05-25 07:00,1,0.014,삼천동,2,0.028
1,,83,0.002,0.4,,,1,60,2,24,전북,,1,,2,,2023-05-25 07:00,1,0.019,팔복동,2,0.026
1,,82,0.002,0.4,,,1,59,2,22,전북,,1,,2,,2023-05-25 07:00,1,0.027,송천동,2,0.014
1,,75,0.002,0.4,,,,46,2,26,전북,,1,통신장애,2,,2023-05-25 07:00,1,0.016,서신동,2,-
1,,79,0.002,0.3,,,1,57,2,25,전북,,1,,2,,2023-05-25 07:00,1,0.022,혁신동,2,0.011
1,,85,0.002,0.4,,,1,54,2,27,전북,,1,,2,,2023-05-25 07:00,1,0.013,여의동,2,0.028
1,,75,0.002,0.4,,,2,44,2,17,전북,,1,,2,,2023-05-25 07:00,1,0.014,효자동,2,0.031
1,,85,0.002,0.4,,,2,67,2,27,전북,,1,,2,,2023-05-25 07:00,1,0.012,신풍동(군산),2,0.036
1,,86,0.002,0.4,,,2,71,2,23,전북,,1,,2,,2023-05-25 07:00,1,0.015,소룡동,2,0.039
1,,82,0.002,0.3,,,2,55,2,27,전북,,1,,2,,2023-05-25 07:00,1,0.014,사정동,2,0.031
1,,79,0.002,0.3,,,1,53,2,26,전북,,1,,2,,2023-05-25 07:00,1,0.015,옥산면,2,0.021
1,,83,0.004,0.4,,,2,76,2,31,전북,,1,,2,,2023-05-25 07:00,1,0.021,비응도동,2,0.037
,통신장애,76,-,-,,,,57,2,28,전북,통신장애,,통신장애,2,통신장애,2023-05-25 07:00,,-,말도,2,-
1,,81,0.002,0.4,,,1,60,2,22,전북,,1,,2,,2023-05-25 07:00,1,0.026,소룡동2,2,0.026
1,,82,0.002,0.3,,,1,62,2,26,전북,,1,,2,,2023-05-25 07:00,1,0.017,삼기면,2,0.017
1,,80,0.002,0.3,,,1,53,2,25,전북,,1,,2,,2023-05-25 07:00,1,0.022,팔봉동,2,0.026
1,,87,0.003,0.4,,,2,69,2,34,전북,,1,,2,,2023-05-25 07:00,1,0.014,모현동,2,0.033
1,,86,0.003,0.3,,,1,75,2,30,전북,,1,,2,,2023-05-25 07:00,1,0.015,용동면,2,0.016
1,,85,0.002,0.3,,,1,66,2,25,전북,,1,,2,,2023-05-25 07:00,1,0.015,함열읍,2,0.020
1,,90,0.002,0.3,,,1,51,2,33,전북,,1,,2,,2023-05-25 07:00,1,0.018,춘포면,2,0.012
1,,69,0.002,0.4,,,1,34,2,13,전북,,1,,2,,2023-05-25 07:00,1,0.020,여산면,2,0.015
1,,-,0.002,0.3,통신장애,,1,44,,-,전북,,1,,,,2023-05-25 07:00,1,0.012,금마면,2,0.027
1,,69,0.001,0.3,,,2,43,2,22,전북,,1,,2,,2023-05-25 07:00,1,0.009,연지동,2,0.043
1,,79,0.002,0.3,,,2,56,2,22,전북,,1,,2,,2023-05-25 07:00,1,0.012,신태인,2,0.034
1,,72,0.002,0.3,,,2,43,2,19,전북,,1,,2,,2023-05-25 07:00,1,0.007,영파동,2,0.038
1,,69,0.002,0.3,,,2,32,2,21,전북,,1,,2,,2023-05-25 07:00,1,0.009,죽항동,2,0.034
1,,-,0.002,0.3,,통신장애,2,-,,16,전북,,1,,2,,2023-05-25 07:00,1,0.007,운봉읍,,0.041
1,,66,0.002,0.3,,,2,41,2,18,전북,,1,,2,,2023-05-25 07:00,1,0.009,고창읍,2,0.043
1,,69,0.002,0.3,,,2,47,2,22,전북,,1,,2,,2023-05-25 07:00,1,0.010,심원면,2,0.037
1,,82,0.002,0.5,,,1,67,2,26,전북,,1,,2,,2023-05-25 07:00,1,0.017,부안읍,2,0.019
1,,71,0.002,0.5,,,2,50,2,20,전북,,1,,2,,2023-05-25 07:00,1,0.005,새만금,2,0.043
1,,76,0.002,0.4,,,1,58,2,27,전북,,1,,2,,2023-05-25 07:00,1,0.011,계화면,2,0.026
1,,80,0.002,0.4,,,1,49,2,28,전북,,1,,2,,2023-05-25 07:00,1,0.015,요촌동,2,0.028
1,,82,0.002,0.4,,,1,59,2,26,전북,,1,,2,,2023-05-25 07:00,1,0.011,광활면,2,0.022
1,,69,0.001,0.3,,,1,43,2,23,전북,,1,,2,,2023-05-25 07:00,1,0.007,고산면,2,0.018
1,,69,0.002,0.3,,,1,36,2,18,전북,,1,,2,,2023-05-25 07:00,1,0.008,봉동읍,2,0.017
1,,66,0.001,0.2,,,2,36,2,20,전북,,1,,2,,2023-05-25 07:00,1,0.004,구이면,2,0.035
1,,66,0.002,0.3,,,1,39,2,17,전북,,1,,2,,2023-05-25 07:00,1,0.006,진안읍,2,0.028
1,,61,0.001,0.4,,,1,27,2,17,전북,,1,,2,,2023-05-25 07:00,1,0.004,운암면,2,0.020
1,,72,0.002,0.3,,,1,49,2,27,전북,,1,,2,,2023-05-25 07:00,1,0.006,임실읍,2,0.030
1,,74,0.002,0.3,,,1,53,2,24,전북,,1,,2,,2023-05-25 07:00,1,0.018,관촌면,2,0.024
1,,64,0.002,0.3,,,1,37,2,24,전북,,1,,2,,2023-05-25 07:00,1,0.006,무주읍,2,0.021
1,,77,0.002,0.2,,,1,37,2,26,전북,,1,,2,,2023-05-25 07:00,1,0.010,순창읍,2,0.024
1,,74,0.002,0.3,,,1,50,2,24,전북,,1,,2,,2023-05-25 07:00,1,0.007,장수읍,2,0.029
1,,79,0.002,0.5,,,1,57,2,20,충남,,1,,2,,2023-05-25 07:00,1,0.009,서천읍,2,0.008
1,,62,0.002,0.4,,,1,37,2,15,충남,,1,,1,,2023-05-25 07:00,1,0.008,서면,2,0.025
1,,82,0.002,0.3,,,1,53,2,20,충남,,1,,2,,2023-05-25 07:00,1,0.012,장항읍,2,0.029
1,,18,0.001,0.2,,,1,8,1,5,경북,,1,,1,,2023-05-25 07:00,1,0.004,청송읍,1,0.011
1,,84,0.002,0.3,,,2,68,2,29,전북,,1,,2,,2023-05-25 07:00,1,0.017,군산항,2,0.036
1,,57,0.004,0.4,,,2,44,2,20,인천,,1,,1,,2023-05-25 07:00,1,0.028,신흥,2,0.030
1,,84,0.004,0.5,,,1,85,2,30,인천,,2,,2,,2023-05-25 07:00,1,0.050,서해,2,0.006
1,,61,0.003,0.4,,,2,34,2,19,인천,,1,,2,,2023-05-25 07:00,1,0.013,영종,2,0.032
,,,,,,,,,,,인천,,,,,,,,,송림,,
1,,75,0.003,0.6,,,1,50,2,28,인천,,2,,2,,2023-05-25 07:00,1,0.045,구월동,2,0.007
1,,54,0.004,0.5,,,2,38,2,23,인천,,1,,2,,2023-05-25 07:00,1,0.024,숭의,2,0.031
1,,59,0.004,0.5,,,1,39,2,20,인천,,2,,2,,2023-05-25 07:00,1,0.035,석바위,2,0.023
1,,66,0.005,0.4,,,1,49,2,29,인천,,2,,2,,2023-05-25 07:00,1,0.036,부평역,2,0.025
1,,82,0.003,0.4,,,1,97,2,32,인천,,2,,2,,2023-05-25 07:00,1,0.049,남동,2,0.002
1,,61,0.004,0.4,,,2,38,2,22,인천,,1,,2,,2023-05-25 07:00,1,0.022,주안,2,0.036
1,,66,0.004,0.5,,,2,42,2,25,인천,,1,,2,,2023-05-25 07:00,1,0.023,부평,2,0.036
1,,66,0.004,0.4,,,2,31,2,22,인천,,1,,2,,2023-05-25 07:00,1,0.018,연희,1,0.035
1,,72,0.004,0.5,,,1,41,2,25,인천,,1,,2,,2023-05-25 07:00,1,0.021,검단,2,0.029
1,,84,0.004,0.5,,,1,57,2,26,인천,,2,,2,,2023-05-25 07:00,1,0.050,중봉,2,0.011
1,,60,0.004,0.7,,,2,45,2,20,인천,,1,,2,,2023-05-25 07:00,1,0.018,계산,2,0.038
1,,61,0.004,0.5,,,1,38,2,23,인천,,1,,2,,2023-05-25 07:00,1,0.024,효성,2,0.024
1,,99,0.005,0.6,,,1,65,2,34,인천,,2,,2,,2023-05-25 07:00,1,0.059,고잔,2,0.010
1,,66,0.003,0.4,,,1,42,2,22,인천,,2,,2,,2023-05-25 07:00,1,0.039,서창,2,0.012
1,,66,0.004,0.5,,,1,46,2,22,인천,,2,,2,,2023-05-25 07:00,1,0.034,석남,2,0.022
1,,58,0.003,0.4,,,2,37,2,12,인천,,1,,1,,2023-05-25 07:00,1,0.017,송해,2,0.038
1,,76,0.004,0.6,,,1,48,2,31,인천,,2,,2,,2023-05-25 07:00,1,0.046,동춘,2,0.009
,,,,,,,,,,,인천,,,,,,,,,운서,,
1,,59,0.004,0.4,,,1,49,2,23,인천,,2,,2,,2023-05-25 07:00,1,0.035,송현,2,0.021
1,,69,0.003,0.6,,,1,43,2,23,인천,,2,,2,,2023-05-25 07:00,1,0.041,논현,2,0.010
,,,,,,,,,,,인천,,,,,,,,,청라,,
1,,57,0.004,0.5,,,1,45,2,22,인천,,2,,2,,2023-05-25 07:00,1,0.032,송도,2,0.027
1,,50,0.002,0.3,,,1,29,1,14,경기,,1,,1,,2023-05-25 07:00,1,0.007,용문면,1,0.022
1,,66,0.001,0.4,,,1,44,2,22,경기,,1,,2,,2023-05-25 07:00,1,0.013,양평읍,2,0.018
1,,69,0.002,0.5,,,2,45,2,20,경기,,1,,1,,2023-05-25 07:00,1,0.007,연천(DMZ),2,0.052
1,,54,0.002,0.3,,,2,31,2,14,강원,,1,,1,,2023-05-25 07:00,1,0.011,중앙로,2,0.034
1,,64,0.003,0.5,,,1,28,2,21,강원,,1,,2,,2023-05-25 07:00,1,0.014,석사동,2,0.025
1,,57,0.002,0.5,,,2,33,2,17,강원,,1,,2,,2023-05-25 07:00,1,0.007,신사우동,2,0.037
1,,61,0.002,0.4,,,1,42,2,22,강원,,1,,2,,2023-05-25 07:00,1,0.024,온의동,2,0.018
1,,50,0.002,0.3,,,1,23,1,15,강원,,1,,1,,2023-05-25 07:00,1,0.002,방산면,1,0.030
,,50,-,0.3,,,1,20,1,13,강원,,1,,1,통신장애,2023-05-25 07:00,1,0.006,양구읍,1,0.024
1,,59,0.002,0.4,,,1,52,2,21,강원,,1,,1,,2023-05-25 07:00,1,0.030,동해항,2,0.015
1,,45,0.003,0.6,통신장애,통신장애,1,-,1,-,강원,,1,,1,,2023-05-25 07:00,1,0.027,묵호항,1,0.011
1,,-,0.001,0.3,통신장애,통신장애,1,-,,-,강원,,1,,,,2023-05-25 08:00,1,0.004,철원(DMZ),,0.023
1,,-,0.002,0.5,,통신장애,2,-,,29,강원,,1,,2,,2023-05-25 07:00,1,0.007,화천(DMZ),,0.071
1,,83,0.002,0.3,,,2,63,2,30,강원,,1,,2,,2023-05-25 07:00,1,0.007,인제(DMZ),2,0.069
1,,78,0.002,0.2,,,2,39,2,26,강원,,1,,2,,2023-05-25 07:00,1,0.004,고성(DMZ),2,0.063
1,,37,0.002,0.3,,,1,15,1,3,부산,,1,,1,,2023-05-25 07:00,1,0.014,광복동,1,0.022
1,,45,0.002,0.4,,,1,14,1,12,부산,,1,,1,,2023-05-25 07:00,1,0.027,초량동,1,0.011
1,,61,0.003,0.2,,,1,11,2,2,부산,,2,,1,,2023-05-25 07:00,1,0.036,태종대,1,0.005
1,,47,0.002,0.3,,,1,17,1,7,부산,,1,,1,,2023-05-25 07:00,1,0.028,청학동,1,0.006
1,,34,0.002,0.4,,,1,10,1,9,부산,,1,,1,,2023-05-25 07:00,1,0.020,전포동,1,0.017
1,,60,0.002,0.3,,,1,23,2,6,부산,,2,,1,,2023-05-25 07:00,1,0.036,온천동,1,0.007
,통신장애,41,-,-,,,1,12,1,10,부산,,1,,1,통신장애,2023-05-25 07:00,,0.025,명장동,1,0.010
1,,39,0.002,0.4,,,1,12,1,4,부산,,1,,1,,2023-05-25 07:00,1,0.015,대연동,1,0.023
1,,37,0.003,0.3,,,1,14,1,3,부산,,1,,1,,2023-05-25 07:00,1,0.022,용호동,1,0.013
1,,42,0.001,0.3,,,1,12,1,5,부산,,1,,1,,2023-05-25 07:00,1,0.025,학장동,1,0.009
1,,49,0.003,0.3,,,1,17,1,8,부산,,1,,1,,2023-05-25 07:00,1,0.029,덕천동,1,0.010
,통신장애,33,-,-,,,1,7,1,2,부산,,1,,1,통신장애,2023-05-25 07:00,,0.018,화명동,1,0.020
1,,49,0.003,0.5,,,1,21,1,6,부산,,1,,1,,2023-05-25 07:00,1,0.029,삼락동,1,0.004
,통신장애,-,-,-,통신장애,,1,9,,-,부산,,1,,,통신장애,2023-05-25 07:00,,0.024,청룡동,1,0.008
1,,23,0.003,0.3,,,1,13,1,2,부산,,1,,1,,2023-05-25 07:00,1,0.010,좌동,1,0.012
1,,32,0.007,0.2,,,1,15,1,10,부산,,1,,1,,2023-05-25 07:00,1,0.019,재송동,1,0.013
1,,52,0.002,0.3,,,1,22,2,10,부산,,2,,1,,2023-05-25 07:00,1,0.031,장림동,1,0.003
1,,50,0.004,0.4,,,1,29,1,12,부산,,1,,1,,2023-05-25 07:00,1,0.030,대저동,1,0.004
1,,35,0.002,0.2,,,1,12,1,10,부산,,1,,1,,2023-05-25 07:00,1,0.021,녹산동,1,0.015
1,,43,0.003,0.3,,,1,17,1,10,부산,,1,,1,,2023-05-25 07:00,1,0.026,명지동,1,0.009
1,,-,0.002,0.3,통신장애,,1,10,,-,부산,,1,,,,2023-05-25 07:00,1,0.018,연산동,1,0.014
1,,22,0.002,0.2,통신장애,,1,11,1,-,부산,,1,,1,,2023-05-25 07:00,1,0.009,기장읍,1,0.013
1,,41,0.003,0.2,,,1,9,1,3,부산,,1,,1,,2023-05-25 07:00,1,0.010,용수리,1,0.025
1,,48,0.002,0.4,,,1,13,1,9,부산,,1,,1,,2023-05-25 07:00,1,0.011,수정동,1,0.029
1,,31,0.001,0.4,,,1,14,1,10,부산,,1,,1,,2023-05-25 07:00,1,0.016,부곡동,1,0.019
