방직 당월 (억 미터),방직 누계 (억 미터),방직 전년동기대비 증가율 (%),방직 누계 증가율(%),화학섬유 당월 (만 톤),화학섬유 당월 (누계 만톤),화학섬유 전년동기대비 증가율 (%),화학섬유 누계 증가율(%),에틸렌 당월 (만 톤),에틸렌 당월 (누계 만톤),에틸렌 전년동기대비 증가율 (%),에틸렌 누계 증가율(%),플라스틱원료 당월 (만 톤),플라스틱원료 당월 (누계 만톤),플라스틱원료 전년동기대비 증가율 (%),플라스틱원료 누계 증가율(%),플라스틱제품 당월 (만 톤),플라스틱제품 당월 (누계 만톤),플라스틱제품 전년동기대비 증가율 (%),플라스틱제품 누계 증가율(%),선철 당월 (만 톤),선철 당월 (누계 만톤),선철 전년동기대비 증가율 (%),선철 누계 증가율(%),조강 당월 (만 톤),조강 당월 (누계 만톤),조강 전년동기대비 증가율 (%),조강 누계 증가율(%),강재 당월 (만 톤),강재 당월 (누계 만톤),강재 전년동기대비 증가율 (%),강재 누계 증가율(%),비철금속 당월 (만 톤),비철금속 당월 (누계 만톤),비철금속 전년동기대비 증가율 (%),비철금속 누계 증가율(%),금속절삭기계 당월 (만 대),금속절삭기계 당월 (누계 만대),금속절삭기계 전년동기대비 증가율 (%),금속절삭기계 누계 증가율(%),소형트랙터 당월 (만 대),소형트랙터 당월 (누계 만대),소형트랙터 전년동기대비 증가율 (%),소형트랙터 누계 증가율(%),대기오염방지설비 당월 (만 대),대기오염방지설비 당월 (누계 만대),대기오염방지설비 전년동기대비 증가율 (%),대기오염방지설비 누계 증가율(%),공업용로봇 당월 (대),공업용로봇 당월 (누계 대),공업용로봇 전년동기대비 증가율 (%),공업용로봇 누계 증가율(%),발전설비 당월 (만 kW),발전설비 당월 (누계 만kW),발전설비 전년동기대비 증가율 (%),발전설비 누계 증가율(%),자동차 당월 (만 대),자동차 당월 (누계 만대),자동차 전년동기대비 증가율 (%),자동차 누계 증가율(%),조선 당월 (만 톤),조선 당월 (누계 만톤),조선 전년동기대비 증가율 (%),조선 누계 증가율(%),세탁기 당월 (만 대),세탁기 당월 (누계 만대),세탁기 전년동기대비 증가율 (%),세탁기 누계 증가율(%),냉장고 당월 (만 대),냉장고 당월 (누계 만대),냉장고 전년동기대비 증가율 (%),냉장고 누계 증가율(%),에어컨 당월 (만 대),에어컨 당월 (누계 만대),에어컨 전년동기대비 증가율 (%),에어컨 누계 증가율(%),컬러TV 당월 (만 대),컬러TV 당월 (누계 만대),컬러TV 전년동기대비 증가율 (%),컬러TV 누계 증가율(%),컴퓨터 당월 (만 대),컴퓨터 당월 (누계 만대),컴퓨터 전년동기대비 증가율 (%),컴퓨터 누계 증가율(%),반도체 당월 (억 장),반도체 당월 (누계 억 장),반도체 전년동기대비 증가율 (%),반도체 누계 증가율(%),핸드폰 당월 (만 대),핸드폰 당월 (누계 만대),핸드폰 전년동기대비 증가율 (%),핸드폰 누계 증가율(%)
43.1,369.8,-5.5,-1.6,525.8,4419.6,18.6,12.0,166.3,1520.8,0.2,7.6,797.4,7061.4,6.0,7.5,679.7,5993.6,4.5,4.1,6730.6,61202.8,2.1,6.3,8277.3,74782.4,2.2,8.4,10437.1,90930.6,6.9,10.6,496.7,4346.6,5.1,4.5,3.7,33.7,-17.8,-16.2,3.0,23.7,-18.9,-29.9,32047.0,351097.0,-3.1,-7.0,13726.0,133574.5,-14.6,-9.1,949.5,6906.0,-24.5,-19.4,222.0,1808.7,-6.9,-12.0,309.2,2411.2,50.8,10.0,720.5,5637.5,7.6,7.5,736.7,6427.3,3.9,4.3,1783.9,17005.4,10.6,6.4,1952.2,14141.3,-4.0,-1.4,3778.0,25558.8,12.3,6.7,183.2,1436.0,13.2,2.4,16968.8,125828.6,3.8,-6.4
37.9,399.9,-13.7,-2.0,541.1,4956.9,16.9,12.8,173.6,1700.0,4.2,7.0,822.9,7881.3,7.4,7.6,656.5,6595.7,2.2,4.6,6558.2,67518.2,-2.7,5.4,8152.1,82921.5,-0.6,7.4,10263.6,101034.2,3.5,9.8,497.1,4815.1,4.6,4.6,3.2,34.9,-13.5,-16.9,3.1,26.9,6.9,-26.7,31651.0,402925.0,-22.4,-4.6,14369.0,151079.5,1.7,-8.8,734.4,7564.1,-21.0,-19.8,227.9,2029.3,-2.1,-11.1,279.2,2606.8,7.9,8.4,761.5,6341.5,13.5,7.6,704.6,7110.9,3.0,3.8,1332.2,18331.7,-2.1,6.2,1996.8,15595.6,-0.8,-3.0,3316.7,28859.0,8.6,6.7,179.5,1623.8,23.5,4.0,16096.4,141344.6,2.9,-4.8
41.6,443.3,-7.8,-2.2,546.0,5492.8,16.3,13.5,177.8,1886.3,18.9,9.3,827.2,8666.1,11.3,7.9,691.1,7199.5,1.7,2.5,6477.1,73893.9,2.1,5.1,8028.7,90417.7,4.0,7.0,10401.6,110473.5,10.4,10.0,511.0,5331.3,4.0,3.9,3.3,37.6,-13.2,-17.7,3.5,30.3,20.7,-3.8,37268.0,408579.0,-0.4,-7.6,16080.0,166594.6,4.3,-5.3,1033.6,8202.9,16.7,-18.0,260.8,2285.8,3.7,-9.6,252.5,2820.8,29.1,10.7,720.9,6710.0,20.0,10.1,722.2,7657.4,7.7,4.0,1545.5,19956.1,1.2,5.8,1977.1,17570.1,0.0,-2.8,3393.9,32277.0,6.9,6.9,185.8,1810.0,18.2,4.8,18090.6,158791.9,2.7,-4.3
41.0,456.9,-13.1,-5.9,536.9,5952.8,9.3,12.5,186.4,2052.3,14.6,9.4,883.3,9574.1,12.2,9.3,761.5,8184.2,-1.1,3.9,6706.3,80936.5,6.0,5.3,8426.5,99634.2,11.6,8.3,10432.9,120477.4,11.3,9.8,531.0,5841.6,4.7,3.5,3.6,41.6,-14.3,-18.8,4.6,34.0,76.9,3.0,30362.0,333714.0,-8.8,-13.7,20013.8,186943.4,15.3,-6.1,1035.3,9274.1,18.3,-15.0,270.5,2552.8,8.1,-8.0,225.4,3068.8,18.1,9.3,726.5,7433.0,9.7,9.8,690.2,7904.3,21.9,8.1,2034.9,21866.2,10.9,6.5,2008.6,18999.1,0.7,-2.9,3373.4,35646.6,11.7,6.9,201.6,2018.2,30.0,7.2,17529.4,170100.6,3.5,-6.0
,41.5,,-36.0,,727.2,,-13.6,,351.6,,5.6,,1436.0,,-3.8,,788.4,,-25.5,,13233.5,,3.1,,15470.2,,3.1,,16712.6,,-3.4,,935.4,,2.2,,3.6,,-44.6,,1.6,,-48.4,,34363.0,,-41.5,,21292.0,,-19.4,,819.4,,-30.8,,200.5,,-45.8,,369.0,,-22.9,,775.7,,-20.2,,667.0,,-37.4,,1628.5,,-40.2,,1968.7,,-26.6,,2882.4,,-30.9,,296.3,,8.5,,13876.5,,-33.8
32.8,73.9,-24.9,-31.1,490.0,1215.6,-4.5,-10.0,173.4,515.2,-1.4,1.3,839.0,2270.9,1.2,-1.5,784.5,1514.6,6.1,-22.9,6697.2,19973.7,1.1,2.4,7897.5,23445.0,-1.7,1.2,9888.0,26742.2,-0.1,-1.6,482.8,1417.2,1.6,2.1,3.6,7.2,-21.7,-29.4,1.5,3.2,-34.8,-39.6,24256.0,57162.0,-24.1,-25.9,17241.0,34645.3,12.9,-8.2,1044.2,1870.9,20.0,-6.9,146.1,347.1,-43.0,-44.6,151.8,521.0,-23.3,-28.5,640.0,1416.2,0.5,-11.9,726.6,1373.1,4.0,-19.8,1940.3,3688.1,-18.8,-27.9,1818.4,3805.1,10.2,-10.3,3144.5,6042.0,5.5,-14.8,212.1,508.2,20.0,16.0,11804.2,25528.3,-9.0,-19.8
31.9,104.7,-21.8,-29.1,519.2,1753.2,2.7,-5.0,167.5,682.6,-1.4,0.7,828.1,3114.7,3.7,-1.3,611.8,1906.4,6.1,-14.3,7202.1,27798.7,-1.2,1.3,8503.3,31946.1,0.2,1.3,10701.2,37438.9,3.6,-0.2,492.7,1912.4,3.8,2.6,3.9,11.3,11.4,-19.9,1.7,4.9,-19.0,-33.8,27823.2,82001.0,8.5,-11.7,19257.0,54602.3,26.6,4.0,887.7,2764.4,48.0,5.7,210.0,557.3,5.1,-32.3,311.1,840.4,37.7,-15.4,555.7,1979.9,-10.0,-11.1,701.5,2053.3,-3.3,-16.5,1915.9,5581.5,-17.3,-24.8,1478.0,5191.2,-5.4,-10.0,3325.1,9347.4,31.0,-3.2,219.5,722.1,29.2,20.6,10863.6,36176.9,-15.2,-18.2
32.4,137.6,-19.6,-27.6,537.3,2294.0,3.6,-3.2,168.0,850.7,-2.7,0.0,842.1,3962.4,7.9,1.8,669.0,2755.4,9.2,-4.2,7731.5,35598.6,2.4,1.5,9226.7,41175.1,4.2,1.9,11452.7,48819.1,6.2,1.2,498.3,2413.0,4.1,2.7,4.1,15.5,17.1,-14.8,1.5,6.4,-16.7,-30.4,26229.0,109045.0,5.1,-14.5,17794.0,72619.0,16.9,6.7,1023.6,3802.0,19.7,5.5,215.2,765.6,19.0,-23.6,211.1,1051.5,-19.7,-15.1,608.3,2583.4,-8.2,-10.6,776.7,2845.3,7.4,-12.7,1942.8,7798.8,-14.7,-23.1,1509.9,6703.4,5.3,-6.9,3509.4,13043.6,27.5,5.7,215.0,934.9,3.4,13.3,11028.2,46323.9,-9.0,-16.5
33.5,169.3,-18.9,-25.9,547.5,2810.5,6.9,-1.0,159.3,1010.0,-4.3,-0.8,848.8,4815.9,7.7,2.8,654.8,3176.8,-4.8,-9.6,7663.5,43268.1,4.1,2.2,9157.9,49901.1,4.5,1.4,11585.1,60583.6,7.5,2.7,508.2,2928.2,3.1,2.9,4.5,20.5,15.4,-7.7,1.6,7.8,-27.3,-29.7,31962.0,137374.0,3.6,-22.5,20761.0,93794.0,29.2,10.3,1612.2,5397.6,43.0,16.7,231.1,996.9,20.4,-16.5,274.2,1333.4,4.4,-10.4,655.5,3260.2,5.3,-7.2,887.4,3759.3,21.7,-6.9,2490.3,10414.9,12.0,-16.4,1610.1,8312.0,21.5,-2.5,3421.6,16468.2,3.4,5.2,211.0,1146.8,11.1,16.4,12989.5,59110.9,2.4,-13.3
32.9,201.3,-18.8,-24.4,524.7,3309.9,2.5,-2.4,173.8,1180.6,3.0,-1.0,828.7,5618.1,5.1,2.7,681.6,3976.5,-2.6,-15.7,7818.3,51085.9,8.8,3.2,9335.9,59317.4,9.1,2.8,11688.5,72394.6,9.9,3.7,507.5,3459.7,3.3,3.1,3.9,24.0,14.7,-9.1,1.7,9.3,13.3,-27.9,27839.0,163128.0,-8.6,-29.1,21170.0,115976.0,19.4,10.4,1064.6,6668.4,44.7,18.9,225.8,1254.5,26.8,-9.7,201.1,1535.2,-17.8,-9.1,686.2,3984.9,37.3,-2.6,914.7,4691.3,29.7,-2.0,1851.2,12353.0,6.0,-14.0,1754.1,10067.7,34.2,2.2,3464.1,19928.3,19.9,7.2,222.0,1389.5,9.0,12.7,12225.8,72001.5,0.8,-10.7
32.4,229.2,-15.6,-22.7,524.7,3826.5,2.4,-2.4,178.8,1359.4,8.6,0.1,877.4,6495.0,13.1,3.7,656.6,4612.6,-3.0,-13.3,7854.6,58940.2,5.0,3.4,9484.5,68888.9,8.4,3.7,11913.3,84468.8,11.3,4.8,528.6,3988.8,6.9,3.3,3.8,28.0,11.8,-6.7,1.3,10.6,-13.3,-25.9,28112.0,193596.0,-16.3,-23.1,20663.0,136873.0,32.5,13.9,998.1,7838.6,14.4,18.9,208.8,1403.6,7.6,-9.0,224.9,1755.9,-11.8,-14.7,749.2,4733.9,9.3,-1.4,908.5,5537.2,28.5,-1.9,1533.0,13887.9,0.5,-12.2,1932.8,12023.1,20.6,4.9,3639.1,23567.1,14.9,8.3,222.2,1587.9,12.1,14.6,13120.1,86527.8,3.5,-5.8
34.0,261.8,-12.6,-21.6,541.7,4438.5,2.5,0.3,187.4,1546.8,12.6,1.6,895.2,7439.5,12.3,4.8,708.1,5298.9,7.3,-7.8,7578.3,66547.8,6.9,3.8,9255.5,78159.3,10.9,4.5,11806.3,96423.7,12.3,5.6,532.4,4517.5,7.3,3.5,4.1,32.0,20.6,-2.7,1.6,12.4,0.0,-22.5,30702.0,224344.0,-12.0,-18.5,23194.0,160715.0,51.4,18.2,1289.6,9283.2,24.6,21.0,246.1,1650.5,13.8,-6.1,293.1,2045.2,-3.3,-8.9,799.2,5533.1,13.3,0.5,935.8,6476.1,28.2,1.7,1714.1,15602.9,-8.5,-11.7,2057.4,14101.5,13.1,5.4,4078.0,27349.8,9.6,8.9,240.5,1821.8,16.4,14.7,14877.8,101511.3,0.4,-5.1
34.6,299.2,-0.6,-18.5,560.9,4984.5,3.7,0.3,202.4,1749.2,16.5,2.8,920.3,8353.4,11.7,5.5,686.6,6075.7,3.6,-6.2,7617.1,74169.9,9.4,4.3,9220.2,87393.3,12.7,5.5,11848.3,108328.1,14.2,6.5,544.7,5069.0,9.0,4.3,4.0,36.0,29.0,0.6,2.4,18.7,-20.0,-27.2,23883.0,248955.0,-30.2,-20.3,21467.0,183447.0,38.5,21.0,1528.1,10888.9,86.0,28.7,248.1,1897.9,11.1,-4.1,203.0,2243.9,-27.5,-11.5,840.6,6373.8,10.2,1.6,879.6,7381.7,25.8,4.0,1448.9,17046.6,0.2,-10.7,1960.2,16065.3,1.5,6.1,4237.0,31580.6,31.8,11.7,272.9,2113.9,20.4,15.5,13101.3,114590.2,-10.7,-5.9
35.8,330.7,-4.8,-18.3,573.8,5563.1,5.1,1.2,198.4,1951.6,11.6,3.3,932.8,9348.1,11.6,6.6,790.3,7161.4,1.0,-5.3,7200.5,81290.0,4.7,4.2,8766.0,96115.8,8.0,5.5,11734.4,120202.8,10.8,7.0,549.2,5632.0,6.1,4.6,4.4,40.3,25.7,4.1,1.9,15.9,-42.4,-45.2,43322.0,298962.0,-5.1,-17.3,23635.0,206851.0,31.7,22.2,1596.7,12487.8,39.6,30.1,278.3,2178.4,8.1,-2.7,312.9,2498.5,24.2,-10.3,856.6,7228.5,13.1,3.6,898.9,8260.5,22.5,6.3,1771.6,18929.2,5.5,-8.8,1962.2,17967.8,5.1,5.8,4261.4,35851.7,28.7,13.5,252.1,2339.0,19.6,15.9,14966.3,130368.8,-2.7,-3.7
38.1,371.2,-4.3,-15.7,603.8,6167.9,12.2,3.4,208.4,2160.0,11.3,4.9,946.3,10355.3,6.3,7.0,774.8,7603.2,0.3,-6.4,7421.5,88752.4,5.4,4.3,9125.2,105299.9,7.7,5.2,12033.8,132489.2,12.8,7.7,574.6,6168.0,8.6,5.5,4.9,44.6,32.4,5.9,1.9,17.8,-59.6,-47.2,34292.0,336817.0,-24.7,-21.1,29706.0,237068.0,32.4,19.1,1689.9,14168.2,31.9,30.3,280.4,2462.5,6.5,-1.4,272.7,2751.0,23.4,-8.2,806.4,8041.9,5.1,3.9,796.4,9014.7,8.1,8.4,2152.5,21064.6,-2.9,-8.3,1844.1,19626.2,-6.8,4.7,4806.8,40509.2,44.5,16.0,276.0,2612.6,20.8,16.2,16495.5,147193.0,-2.6,-9.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,49.9,0.0,24.1,0.0,976.5,0.0,32.4,0.0,474.6,0.0,26.7,0.0,1817.4,0.0,26.0,0.0,1126.9,0.0,39.3,0.0,14475.2,0.0,6.4,0.0,17498.9,0.0,12.9,0.0,20952.6,0.0,23.6,0.0,1055.6,0.0,10.6,0.0,7.6,0.0,85.4,0.0,2.6,0.0,73.3,0.0,94666.8,0.0,182.1,0.0,45433.0,0.0,117.6,0.0,1900.7,0.0,102.5,0.0,385.5,0.0,89.9,0.0,450.5,0.0,20.8,0.0,1313.5,0.0,68.2,0.0,1210.7,0.0,83.0,0.0,2940.4,0.0,70.8,0.0,2578.2,0.0,31.4,0.0,6387.3,0.0,117.1,0.0,532.8,0.0,79.8,0.0,20858.9,0.0,49.2
34.3,82.9,5.5,12.5,596.7,1580.4,20.7,27.1,248.9,718.4,27.8,28.6,969.5,2729.7,14.5,19.3,723.0,1783.0,18.0,32.4,7474.5,22097.1,8.9,8.0,9402.1,27104.2,19.1,15.6,11987.2,32940.1,20.9,22.5,548.3,1604.7,12.7,11.7,6.0,14.4,42.9,67.4,1.9,4.5,11.8,45.2,43637.0,126276.0,20.3,99.7,33075.0,78714.0,80.8,108.0,1242.9,3131.9,17.6,55.5,251.7,638.3,69.8,81.7,244.2,758.2,60.4,43.8,831.2,2144.7,29.4,50.7,946.6,2157.8,28.9,54.6,2591.6,5595.3,32.0,49.8,1824.0,4425.3,3.2,18.1,4395.7,10683.4,41.5,76.8,290.9,820.5,37.4,62.1,13723.0,35087.4,11.8,33.9
33.8,117.1,9.0,14.6,582.9,2169.8,11.6,22.1,220.9,939.3,19.0,26.2,905.5,3664.9,6.0,12.7,706.9,2473.5,9.5,25.0,7597.2,30664.3,3.8,8.7,9784.6,37455.7,13.4,15.8,12127.5,45252.5,12.5,20.1,548.4,2143.0,11.6,11.5,5.9,20.5,37.2,57.7,1.9,6.4,5.6,30.6,41964.0,168123.0,4.1,62.1,30178.0,105439.0,43.0,79.2,1090.1,4297.8,10.8,40.6,227.3,865.8,6.8,53.4,264.8,1045.0,-15.5,22.8,772.0,2916.7,34.2,44.8,772.9,2944.9,8.5,40.9,2421.0,7939.6,22.5,39.5,1514.2,5837.6,3.6,14.2,3750.7,14463.0,10.8,51.9,286.5,1103.7,29.4,51.7,12754.0,47794.0,13.5,27.5
34.1,151.4,6.9,12.3,584.7,2755.0,8.4,19.2,228.0,1167.1,23.7,25.7,920.6,4580.9,5.8,13.1,694.5,3141.5,7.1,20.1,7815.0,37989.7,-0.2,5.4,9945.4,47310.3,6.6,13.9,12469.4,57657.2,7.9,16.8,545.0,2695.1,10.3,11.6,5.8,25.3,31.8,48.8,1.6,8.0,14.3,29.0,37865.0,211536.0,-6.5,45.7,29743.0,136405.0,50.1,73.2,1287.6,5592.3,10.9,32.1,209.6,1075.2,-4.0,38.4,245.9,1295.7,14.6,21.4,703.2,3618.4,12.1,37.3,748.7,3711.6,-4.2,29.2,2205.8,10175.9,14.0,33.4,1442.9,7282.9,-3.2,10.2,3764.3,18647.6,7.3,43.0,298.7,1399.2,37.6,48.3,13235.3,60662.1,16.9,27.8
36.0,187.0,8.1,11.8,585.6,3337.3,6.1,17.1,232.5,1399.7,31.1,26.6,932.7,5492.0,8.0,12.3,721.3,3883.5,6.1,18.2,7578.2,45637.6,-2.7,4.0,9387.5,56332.6,1.5,11.8,12072.3,69831.4,3.0,13.9,549.0,3254.9,8.0,11.0,5.7,29.7,29.5,45.6,1.7,9.7,13.3,27.6,37389.0,241437.0,-23.6,25.6,36383.0,173630.0,60.7,69.8,1418.9,7014.6,-18.8,17.4,203.8,1279.0,-13.1,26.4,319.0,1610.3,15.6,19.1,664.0,4293.9,13.0,33.5,742.5,4434.6,-15.4,18.8,2167.0,12328.3,-12.1,21.0,1396.5,8679.3,-13.4,5.6,4300.2,23032.2,28.6,40.6,308.2,1712.0,43.9,48.1,14322.4,75401.9,2.9,21.1
34.4,222.0,7.2,12.7,597.0,3934.5,9.3,16.3,237.7,1635.8,23.5,26.5,900.5,6397.8,5.3,11.2,677.5,4605.6,-1.0,14.5,7284.9,53350.2,-8.9,2.3,8679.0,64933.3,-8.4,8.0,11099.7,80901.7,-6.6,10.5,536.7,3786.6,7.1,10.5,5.1,34.9,27.5,44.2,1.2,10.9,-29.4,16.0,34570.0,275104.0,-6.9,20.6,31342.0,205094.0,42.3,64.6,1107.9,8112.8,-8.8,9.6,185.3,1459.1,-15.8,18.9,156.2,1762.9,-22.8,13.8,623.8,4917.7,4.2,29.0,741.0,5177.3,-18.3,11.3,1801.8,13768.6,2.8,17.3,1338.7,10018.0,-24.6,0.2,3738.2,26690.7,8.5,34.2,315.7,2036.2,41.3,47.3,12692.3,87845.8,-2.1,16.4
33.5,253.1,4.0,11.8,585.5,4519.6,9.2,15.6,231.0,1866.8,15.3,25.0,906.3,7305.0,0.4,9.6,680.8,5227.0,1.5,11.4,7153.4,60538.3,-11.1,0.6,8323.9,73301.5,-13.2,5.3,10880.4,91833.2,-10.1,7.3,529.5,4316.2,0.4,9.1,4.8,39.8,23.1,40.6,1.3,12.2,0.0,15.1,36489.4,314018.4,-8.5,17.1,32828.0,239249.0,57.4,63.9,1365.3,9482.1,25.2,11.6,173.4,1634.3,-19.1,13.5,234.0,1999.9,3.1,12.5,673.8,5591.5,-10.0,22.6,736.4,5913.5,-19.0,6.7,1491.2,15219.8,4.3,15.6,1569.4,11588.0,-19.3,-3.0,3983.1,30700.6,9.7,30.7,320.8,2398.9,39.4,48.2,13316.2,101342.5,-7.2,8.8
33.7,287.1,-1.2,10.1,534.0,5036.6,-2.0,13.5,222.5,2089.1,9.3,23.1,877.8,8171.8,-4.7,8.1,690.1,5881.1,-4.1,9.3,6518.7,67106.7,-16.1,-1.3,7375.0,80588.5,-21.2,2.0,10195.1,102035.0,-14.8,4.6,523.4,4842.1,-1.6,7.9,4.8,50.1,2.1,38.4,1.2,13.5,-29.4,8.0,37007.0,364223.0,0.7,23.3,29006.0,268694.0,19.5,57.8,1251.3,10705.7,-7.9,8.3,218.6,1855.4,-13.7,9.4,212.8,2211.9,-27.3,7.0,699.5,6282.9,-12.2,17.3,763.8,6620.1,-18.5,2.1,1508.1,16659.0,-6.9,13.0,1748.2,13141.5,-14.6,-5.6,4508.4,35164.3,8.3,27.2,304.4,2674.8,21.4,43.1,15165.0,115947.4,-5.2,7.6
34.1,318.8,0.3,9.0,536.7,5571.5,-4.9,11.8,231.7,2320.1,4.0,20.8,906.2,9083.7,-3.9,6.9,683.6,6521.5,-1.1,8.9,6302.7,73406.5,-19.4,-3.2,7158.4,87704.6,-23.3,-0.7,10173.7,112234.7,-14.9,2.8,525.9,5375.8,-2.6,7.0,4.4,49.2,4.8,31.9,1.4,15.5,-6.7,6.9,34115.0,393117.0,11.5,19.7,28460.0,298098.0,10.6,51.9,1485.9,12263.2,-5.7,7.2,234.4,2091.7,-8.3,7.1,286.2,2487.5,41.1,10.3,766.8,6968.5,-8.7,12.4,763.6,7412.2,-13.5,0.3,1454.9,18092.4,6.0,12.3,1759.2,14889.0,-5.5,-4.9,4284.4,39490.1,-2.1,22.4,300.5,2975.4,22.2,40.2,13867.2,129428.5,-0.9,6.4
37.1,357.0,2.8,8.5,566.1,6139.3,-2.7,10.3,231.3,2572.3,2.7,19.7,942.6,10097.8,0.0,6.4,731.6,7205.3,-1.2,5.9,6173.0,79623.0,-16.6,-4.2,6931.3,94635.9,-22.0,-2.6,10102.9,122333.0,-14.7,1.0,535.2,5910.7,-0.7,6.3,4.8,54.3,2.1,29.9,1.6,17.1,-11.1,4.3,40829.0,433311.0,-14.8,15.2,31915.0,330098.0,27.9,49.0,1713.3,14040.4,1.9,7.0,267.3,2364.4,-7.1,5.3,357.2,3079.4,9.6,11.6,843.8,7833.0,-1.5,11.1,808.5,8253.3,-10.3,-0.2,1662.8,19741.4,3.7,11.4,1765.8,16653.7,-7.5,-4.6,4410.9,43913.1,7.2,23.8,300.6,3295.1,11.9,37.1,16023.4,145531.4,3.9,5.6
39.2,396.1,0.8,7.5,584.9,6708.5,-2.8,9.1,245.4,2825.7,2.5,18.3,978.7,11039.1,3.0,5.8,795.2,8004.0,2.4,5.9,7209.5,86856.8,-5.4,-4.3,8619.3,103278.8,-6.8,-3.0,11354.8,133666.8,-5.2,0.6,547.4,6454.3,-3.8,5.4,5.5,60.2,5.8,29.2,1.7,18.7,-10.5,2.2,47263.3,480837.3,17.3,15.4,35175.0,366044.0,15.1,44.9,1874.1,15954.6,9.0,9.9,296.6,2652.8,3.4,4.8,277.6,3354.3,-22.3,8.0,785.6,8618.5,-2.7,9.5,757.8,8992.1,-5.2,-0.4,1963.5,21835.7,-1.7,9.4,1888.4,18496.5,4.4,-3.6,4664.0,48546.4,3.9,22.0,299.4,3594.3,1.9,33.3,17461.3,166151.6,2.8,7.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,57.0,0.0,10.3,0.0,1015.4,0.0,3.0,0.0,487.2,0.0,3.9,0.0,1845.2,0.0,3.5,0.0,1186.3,0.0,2.2,0.0,13213.1,0.0,-10.8,0.0,15795.8,0.0,-10.0,0.0,19671.1,0.0,-6.0,0.0,1050.8,0.0,-0.5,0.0,8.9,0.0,7.2,0.0,2.4,0.0,-14.3,0.0,55668.0,0.0,-1.9,0.0,76381.0,0.0,29.6,0.0,3277.9,0.0,9.2,0.0,426.6,0.0,11.1,0.0,447.3,0.0,-9.5,0.0,1380.3,0.0,5.0,0.0,1194.0,0.0,-2.5,0.0,2925.9,0.0,3.9,0.0,2543.1,0.0,1.0,0.0,6184.8,0.0,-3.9,0.0,573.3,0.0,-1.2,0.0,21270.6,0.0,-3.5
34.7,88.1,0.6,6.4,635.4,1660.9,5.8,4.5,236.5,723.7,-4.9,0.9,991.9,2850.3,0.1,2.2,787.8,1926.3,6.3,5.0,7159.8,20090.5,-6.2,-11.0,8829.5,24337.6,-6.4,-10.5,11688.7,31192.6,-3.2,-5.9,563.5,1617.3,3.1,0.9,5.8,13.5,3.6,1.5,1.9,4.4,-9.5,-12.0,58452.0,154435.0,53.9,75.0,44322.0,102496.0,16.6,10.2,1517.4,3518.4,19.5,9.3,238.7,667.3,-4.9,4.9,286.4,753.0,2.6,-9.8,761.0,2141.8,-8.4,-0.1,867.1,2065.7,-10.0,-5.9,2552.5,5446.7,0.5,0.7,1846.0,4408.2,2.7,1.7,4244.3,10633.0,-4.8,-2.3,285.0,807.0,-5.1,-4.2,14384.1,35727.2,2.8,-0.8
32.3,118.6,-3.3,2.0,539.7,2202.9,-7.6,1.4,217.8,941.4,-1.3,0.3,900.6,3741.7,-1.5,1.3,661.6,2501.1,-9.0,-1.1,7677.8,28030.1,0.0,-9.4,9277.5,33614.6,-5.2,-10.3,11482.7,42682.4,-5.8,-5.9,553.1,2170.0,0.3,0.7,4.7,18.2,-19.0,-5.2,1.4,5.8,-30.0,-17.1,59125.0,213367.0,60.9,68.3,32535.0,125439.0,-8.4,-1.4,919.2,4448.8,-15.7,3.0,128.2,795.3,-43.5,-7.8,242.0,994.7,-9.3,-11.1,649.9,2792.4,-15.8,-4.3,652.4,2724.9,-15.8,-7.5,2279.2,7742.9,-4.0,-0.7,1512.7,5920.1,1.5,3.8,3266.3,14375.4,-14.4,-2.1,259.3,1073.7,-12.1,-5.4,12693.0,48071.5,-1.6,-1.3
31.6,147.6,-6.2,-1.3,566.9,2764.0,-3.5,0.0,244.4,1199.2,2.9,2.0,953.9,4690.8,2.1,1.3,688.8,3163.7,-3.9,-2.0,8048.9,36086.8,2.0,-5.9,9661.3,43501.6,-3.5,-8.7,12261.1,54930.8,-2.3,-5.1,564.4,2724.8,3.3,0.9,5.0,23.2,-18.0,-8.7,1.3,7.2,-23.5,-16.3,30485.1,134455.1,-3.8,-2.3,36616.0,166091.0,-13.7,-9.4,1486.3,6078.9,15.1,8.4,199.3,994.3,-4.8,-7.2,254.0,1247.2,-17.7,-13.1,679.5,3471.7,-3.3,-4.1,667.0,3401.0,-11.5,-8.1,2182.9,9933.5,0.1,-0.8,1540.1,7441.0,8.8,4.5,3673.0,18025.1,-4.5,-4.9,275.1,1348.8,-10.4,-6.2,12666.0,60871.4,-4.6,-1.7
