,발령 지역 명,미세먼지 항목 구분,발령 연도,분기,평균 미세먼지 농도
0,제주,PM25,2019,2019년도 4분기,111.0
1,제주,PM25,2021,2021년도 2분기,76.0
2,제주,PM25,2022,2022년도 1분기,75.0
3,제주,PM25,2023,2023년도 2분기,88.0
4,제주,PM10,2018,2018년도 4분기,159.0
5,제주,PM10,2018,2018년도 2분기,226.0
6,제주,PM10,2019,2019년도 2분기,220.0
7,제주,PM10,2020,2020년도 4분기,167.0
8,제주,PM10,2021,2021년도 1분기,396.0
9,제주,PM10,2022,2022년도 4분기,213.0
10,제주,PM10,2022,2022년도 1분기,187.0
