,발령 지역 명,미세먼지 항목 구분,발령 연도,분기,평균 미세먼지 농도
0,전북,PM25,2018,2018년도 1분기,100.0
1,전북,PM25,2021,2021년도 2분기,126.0
2,전북,PM25,2023,2023년도 2분기,125.0
3,전북,PM10,2018,2018년도 1분기,162.0
4,전북,PM10,2020,2020년도 4분기,184.0
5,전북,PM10,2020,2020년도 1분기,162.0
6,전북,PM10,2022,2022년도 4분기,236.0
7,전북,PM10,2022,2022년도 2분기,200.0
8,전북,PM10,2022,2022년도 1분기,209.0
